Time,Latitude,Longitude,Place,Magnitude
2022-08-23T01:47:35.580Z,25.3281,127.6444,Japan,4.0
2022-08-22T21:04:56.609Z,33.317,141.8495,Japan,4.5
2022-08-22T02:53:01.632Z,25.2456,123.5783,Japan,5.3
2022-08-21T02:51:52.414Z,33.7397,137.0669,Japan,4.2
2022-08-21T00:23:02.957Z,41.9041,142.5658,Japan,4.0
2022-08-19T16:35:59.336Z,37.8178,141.8272,Japan,4.5
2022-08-18T09:28:29.684Z,23.9586,122.464,Japan,4.4
2022-08-18T07:11:37.021Z,26.5485,127.739,Japan,4.8
2022-08-18T05:46:08.524Z,37.5959,141.7262,Japan,5.1
2022-08-18T04:06:45.411Z,35.5094,141.3104,Japan,4.9
2022-08-17T15:43:08.064Z,23.9741,122.5839,Japan,4.1
2022-08-17T13:04:05.349Z,39.368,143.1712,Japan,4.4
2022-08-17T12:17:04.238Z,33.2573,141.8618,Japan,4.3
2022-08-17T04:24:44.961Z,33.1235,141.7775,Japan,5.6
2022-08-17T02:18:49.518Z,29.8811,128.9899,Japan,4.3
2022-08-16T09:54:38.141Z,44.9157,141.9577,Japan,4.0
2022-08-15T16:29:25.145Z,39.934,141.6849,Japan,4.2
2022-08-14T10:18:05.213Z,26.6926,130.0292,Japan,4.2
2022-08-13T23:27:05.141Z,27.154,127.3978,Japan,5.0
2022-08-13T21:57:46.106Z,35.4802,140.9768,Japan,4.6
2022-08-12T12:11:00.648Z,35.4776,140.9598,Japan,4.6
2022-08-12T05:11:51.323Z,26.3121,126.2798,Japan,4.4
2022-08-12T04:37:52.729Z,44.9511,142.0317,Japan,4.5
2022-08-12T04:10:43.225Z,39.0658,142.3392,Japan,4.3
2022-08-12T00:48:01.467Z,38.4727,142.0863,Japan,4.4
2022-08-11T17:35:31.632Z,33.3476,141.0049,Japan,4.4
2022-08-10T17:14:54.896Z,44.9228,142.107,Japan,4.5
2022-08-10T15:52:58.650Z,44.9455,142.0932,Japan,5.1
2022-08-10T15:35:18.640Z,44.878,142.011,Japan,4.8
2022-08-10T03:39:55.333Z,29.24,130.5375,Japan,4.4
2022-08-09T17:01:37.651Z,44.4124,142.5265,Japan,4.0
2022-08-09T15:48:16.292Z,39.8776,141.6679,Japan,4.5
2022-08-09T08:03:12.931Z,35.6185,140.2179,Japan,4.3
2022-08-09T07:23:47.063Z,26.7827,126.3812,Japan,4.1
2022-08-09T06:46:45.812Z,26.7781,126.4914,Japan,4.2
2022-08-08T17:31:35.825Z,37.743,142.2237,Japan,4.1
2022-08-08T14:50:45.722Z,36.9132,141.4151,Japan,4.3
2022-08-08T00:47:45.674Z,39.615,141.9623,Japan,4.3
2022-08-08T00:46:16.809Z,39.6768,142.0557,Japan,4.3
2022-08-07T22:19:11.434Z,33.027,142.6504,Japan,4.1
2022-08-07T08:49:39.176Z,35.4703,137.0983,Japan,4.2
2022-08-07T00:15:27.011Z,24.1357,124.1734,Japan,4.0
2022-08-06T14:52:34.498Z,34.8097,135.9474,Japan,4.6
2022-08-06T12:23:46.965Z,36.2828,141.0919,Japan,5.0
2022-08-05T20:06:26.011Z,33.2108,141.7787,Japan,4.5
2022-08-05T06:03:14.809Z,23.1404,123.2557,Japan,4.7
2022-08-04T00:48:17.687Z,37.6309,141.7117,Japan,5.4
2022-08-02T23:47:11.490Z,37.32,141.1661,Japan,4.2
2022-08-02T21:44:36.980Z,23.8931,122.4817,Japan,4.4
2022-08-02T15:20:36.065Z,24.2557,125.2259,Japan,4.4
2022-08-01T06:20:26.283Z,23.8447,122.4984,Japan,4.1
2022-07-31T18:54:25.255Z,23.4918,123.4735,Japan,4.2
2022-07-30T08:53:03.848Z,37.786,141.9061,Japan,4.1
2022-07-30T00:55:38.588Z,42.5102,141.8417,Japan,4.0
2022-07-29T14:40:34.795Z,34.5976,138.3499,Japan,4.2
2022-07-29T08:23:36.797Z,37.4938,144.4942,Japan,4.1
2022-07-29T02:34:02.990Z,29.6352,130.5074,Japan,4.3
2022-07-28T21:36:14.441Z,35.5418,140.3247,Japan,4.0
2022-07-26T18:28:20.893Z,26.0083,125.3289,Japan,4.5
2022-07-26T15:34:52.797Z,40.1552,141.8917,Japan,4.4
2022-07-25T19:34:50.191Z,40.222,141.416,Japan,4.1
2022-07-25T14:44:46.711Z,26.7772,126.42,Japan,5.1
2022-07-25T14:41:03.558Z,26.7016,126.4579,Japan,5.1
2022-07-24T08:29:52.604Z,35.996,139.9304,Japan,4.5
2022-07-22T03:01:57.418Z,40.6088,141.3232,Japan,5.2
2022-07-21T19:13:57.773Z,26.8253,126.3567,Japan,4.2
2022-07-21T17:28:22.619Z,26.8467,126.4787,Japan,4.0
2022-07-21T09:44:40.572Z,37.512,141.6698,Japan,4.6
2022-07-20T23:50:31.173Z,37.5165,142.0377,Japan,4.5
2022-07-20T20:31:21.340Z,26.9235,130.1982,Japan,4.5
2022-07-19T10:15:35.060Z,35.8655,141.1011,Japan,4.2
2022-07-17T16:15:43.162Z,33.1012,141.9984,Japan,4.6
2022-07-17T05:55:02.116Z,39.803,143.4149,Japan,4.1
2022-07-16T23:46:38.231Z,26.8211,126.3933,Japan,4.2
2022-07-16T23:45:46.600Z,33.5952,141.8296,Japan,4.4
2022-07-16T23:36:20.203Z,33.6117,141.9585,Japan,4.2
2022-07-16T01:58:53.673Z,36.185,140.8905,Japan,4.5
2022-07-15T22:25:31.373Z,40.4604,141.8914,Japan,4.4
2022-07-15T16:46:47.430Z,25.7023,125.3128,Japan,4.4
2022-07-13T21:17:55.604Z,34.7236,136.9963,Japan,4.3
2022-07-13T20:34:12.372Z,34.1846,140.3605,Japan,4.3
2022-07-12T03:08:55.527Z,33.2098,141.8283,Japan,4.7
2022-07-11T17:51:25.561Z,37.5608,141.474,Japan,4.1
2022-07-10T13:16:58.165Z,34.1404,142.2852,Japan,4.4
2022-07-10T10:44:22.166Z,26.782,126.4232,Japan,4.2
2022-07-10T10:14:38.475Z,26.6559,126.4475,Japan,4.3
2022-07-09T11:10:57.716Z,36.2837,142.0466,Japan,4.3
2022-07-09T01:12:05.801Z,37.1495,141.2298,Japan,4.8
2022-07-08T17:20:33.133Z,38.1193,141.732,Japan,4.3
2022-07-08T00:00:03.956Z,26.7884,126.42,Japan,5.0
2022-07-07T23:17:45.127Z,27.0985,126.5365,Japan,4.3
2022-07-07T23:16:35.979Z,27.1286,126.3425,Japan,4.2
2022-07-07T21:03:32.282Z,42.2069,144.9349,Japan,4.0
2022-07-07T10:33:19.889Z,33.9518,141.6333,Japan,4.5
2022-07-07T08:03:03.072Z,37.7783,141.514,Japan,4.5
2022-07-06T13:47:19.596Z,27.0221,126.5736,Japan,4.0
2022-07-06T13:02:22.090Z,26.8237,126.4578,Japan,4.8
2022-07-06T04:02:10.895Z,41.5698,141.8998,Japan,4.6
2022-07-05T22:57:37.361Z,33.1747,141.985,Japan,4.8
2022-07-05T22:20:57.717Z,33.21,142.0025,Japan,4.9
2022-07-05T21:51:42.312Z,30.3365,130.7057,Japan,4.1
2022-07-05T20:10:25.994Z,38.4394,142.0322,Japan,5.3
2022-07-05T08:52:41.082Z,42.317,142.9476,Japan,4.7
2022-07-05T00:51:18.549Z,34.319,139.9896,Japan,4.6
2022-07-02T18:49:57.393Z,33.0879,142.0649,Japan,4.9
2022-07-02T12:53:31.403Z,33.1734,141.9893,Japan,4.9
2022-06-30T22:03:55.178Z,38.8992,142.4852,Japan,4.1
2022-06-30T12:53:09.821Z,31.1283,129.1919,Japan,4.2
2022-06-30T05:14:56.328Z,30.8563,131.3634,Japan,4.6
2022-06-30T03:58:59.835Z,39.1745,141.9573,Japan,4.4
2022-06-29T13:27:56.512Z,28.1435,131.2918,Japan,4.4
2022-06-27T20:03:04.100Z,38.5364,142.1554,Japan,4.9
2022-06-27T04:57:54.298Z,43.3673,145.3738,Japan,4.0
2022-06-26T21:34:35.591Z,31.1122,130.3702,Japan,4.5
2022-06-26T12:44:48.956Z,32.5304,130.6201,Japan,4.6
2022-06-26T07:03:06.271Z,24.2618,122.4332,Japan,4.2
2022-06-25T22:25:21.245Z,33.372,142.1264,Japan,4.2
2022-06-25T04:59:03.541Z,31.206,130.2637,Japan,4.2
2022-06-24T19:58:17.138Z,43.4902,145.57,Japan,4.0
2022-06-24T17:44:41.342Z,24.2553,122.8526,Japan,4.3
2022-06-24T00:26:46.759Z,33.097,141.9594,Japan,4.6
2022-06-23T22:32:20.707Z,24.1646,122.4641,Japan,5.1
2022-06-23T21:58:52.288Z,23.8765,122.4709,Japan,4.2
2022-06-22T17:19:31.698Z,37.7824,141.8497,Japan,4.3
2022-06-22T09:30:19.378Z,23.9279,123.5858,Japan,4.6
2022-06-22T06:26:33.064Z,30.7351,131.9516,Japan,4.4
2022-06-22T04:54:21.657Z,37.2406,140.1622,Japan,4.4
2022-06-22T04:24:59.937Z,41.847,140.2227,Japan,4.3
2022-06-21T16:14:55.933Z,26.7399,126.4099,Japan,4.5
2022-06-21T14:53:59.795Z,26.7921,126.3696,Japan,4.8
2022-06-21T11:23:01.823Z,26.7351,126.4219,Japan,4.5
2022-06-21T10:04:57.286Z,40.7321,143.2009,Japan,4.1
2022-06-21T01:42:50.445Z,37.5012,137.2575,Japan,4.2
2022-06-20T05:50:12.874Z,37.4985,137.3393,Japan,4.1
2022-06-20T01:31:33.148Z,37.4849,137.3302,Japan,4.9
2022-06-20T00:18:23.378Z,45.0136,141.7254,Japan,4.3
2022-06-19T18:24:46.979Z,26.6227,126.4129,Japan,4.3
2022-06-19T14:09:14.056Z,39.5847,141.5522,Japan,4.1
2022-06-19T13:08:30.421Z,26.8303,126.5557,Japan,4.1
2022-06-19T10:07:37.363Z,26.7578,126.4734,Japan,5.1
2022-06-19T09:55:19.070Z,26.7173,126.5426,Japan,5.5
2022-06-19T09:54:06.799Z,26.8687,126.6004,Japan,4.1
2022-06-19T09:27:56.509Z,36.9103,140.4119,Japan,4.6
2022-06-19T06:08:06.557Z,37.5046,137.3115,Japan,5.1
2022-06-17T19:05:03.825Z,40.908,142.7615,Japan,4.0
2022-06-17T14:35:38.061Z,37.6167,141.6997,Japan,4.9
2022-06-16T23:17:21.857Z,30.1952,131.232,Japan,4.3
2022-06-16T16:26:23.924Z,33.2448,142.1308,Japan,4.4
2022-06-16T15:51:26.150Z,33.9496,134.5716,Japan,4.9
2022-06-15T23:12:47.923Z,27.9987,131.1599,Japan,4.2
2022-06-14T16:33:46.745Z,38.5301,142.022,Japan,4.4
2022-06-14T12:08:32.897Z,41.1103,141.4939,Japan,4.2
2022-06-14T02:17:49.692Z,33.3019,142.2502,Japan,4.5
2022-06-13T14:08:18.044Z,39.0469,144.5611,Japan,4.3
2022-06-13T11:18:34.151Z,24.2039,123.7653,Japan,4.6
2022-06-12T16:57:38.593Z,37.2646,141.3086,Japan,4.4
2022-06-12T12:45:50.153Z,37.5773,141.8137,Japan,4.9
2022-06-12T05:49:27.251Z,42.2501,143.0351,Japan,4.0
2022-06-11T02:36:47.089Z,37.6966,141.3776,Japan,4.0
2022-06-10T02:14:06.049Z,41.8708,142.2015,Japan,4.9
2022-06-09T23:14:31.852Z,41.3219,140.3293,Japan,4.1
2022-06-09T02:49:31.996Z,37.598,141.8875,Japan,4.3
2022-06-09T01:14:15.745Z,32.7206,141.6793,Japan,4.3
2022-06-09T00:27:33.841Z,40.3363,143.4936,Japan,4.5
2022-06-08T20:56:51.612Z,38.0338,141.8633,Japan,4.2
2022-06-08T17:26:54.619Z,38.5617,141.9149,Japan,4.7
2022-06-07T10:54:49.884Z,34.7584,140.7256,Japan,4.2
2022-06-06T14:24:26.156Z,26.8576,126.4872,Japan,4.1
2022-06-06T13:33:36.876Z,26.5629,126.2869,Japan,4.5
2022-06-06T13:13:11.012Z,26.8833,126.5409,Japan,4.2
2022-06-05T10:33:22.554Z,34.3911,141.697,Japan,4.5
2022-06-04T18:48:42.245Z,32.891,140.6534,Japan,4.6
2022-06-03T18:29:44.340Z,26.7534,126.4911,Japan,4.0
2022-06-03T09:02:22.751Z,26.8138,126.4062,Japan,4.0
2022-06-03T07:09:47.058Z,26.7844,126.4875,Japan,4.7
2022-06-03T07:03:35.211Z,26.7819,126.4199,Japan,5.6
2022-06-03T07:02:08.410Z,26.8948,126.4441,Japan,4.1
2022-06-03T07:00:44.659Z,26.8407,126.4538,Japan,4.3
2022-06-03T06:34:15.080Z,24.8849,126.8964,Japan,4.7
2022-06-02T23:34:31.249Z,25.1379,126.8809,Japan,4.3
2022-06-02T19:08:38.096Z,33.8213,141.8567,Japan,4.4
2022-06-02T06:03:18.029Z,23.7151,122.5303,Japan,4.4
2022-06-01T22:48:34.305Z,37.7996,141.7746,Japan,4.1
2022-06-01T19:42:55.548Z,35.9767,140.1679,Japan,4.5
2022-06-01T15:40:27.014Z,37.9211,141.9353,Japan,4.4
2022-06-01T04:10:33.182Z,26.726,126.407,Japan,4.1
2022-06-01T01:19:43.918Z,42.5923,142.1411,Japan,4.5
2022-06-01T00:50:44.601Z,26.9103,126.4645,Japan,4.5
2022-05-31T17:23:03.632Z,31.0184,130.2541,Japan,4.0
2022-05-31T05:42:45.957Z,36.1552,140.2673,Japan,4.2
2022-05-30T19:55:01.746Z,24.1977,126.1854,Japan,4.7
2022-05-29T07:00:32.416Z,37.6575,141.817,Japan,4.4
2022-05-29T06:55:23.553Z,36.2785,140.9733,Japan,5.1
2022-05-29T06:06:21.000Z,23.9144,122.5416,Japan,4.3
2022-05-28T10:05:49.699Z,33.0148,141.455,Japan,4.6
2022-05-28T08:07:11.887Z,33.093,141.5392,Japan,4.7
2022-05-27T08:59:34.208Z,37.8102,141.7438,Japan,4.8
2022-05-26T05:46:04.434Z,33.1186,141.5031,Japan,4.0
2022-05-25T09:13:47.487Z,33.1256,141.5515,Japan,4.3
2022-05-25T08:35:30.869Z,33.3516,141.9407,Japan,4.4
2022-05-25T07:09:17.952Z,34.1892,137.1742,Japan,4.2
2022-05-24T18:04:00.640Z,37.4813,141.2745,Japan,4.1
2022-05-24T07:37:34.973Z,23.9242,122.5451,Japan,4.6
2022-05-24T06:56:20.949Z,33.1262,141.6991,Japan,4.2
2022-05-24T03:43:24.133Z,35.7512,140.0356,Japan,4.2
2022-05-23T22:12:50.986Z,33.108,141.4544,Japan,4.3
2022-05-23T21:05:05.064Z,43.5925,145.9675,Japan,4.2
2022-05-23T02:01:05.931Z,41.2357,143.0991,Japan,5.5
2022-05-22T23:20:22.207Z,33.9651,134.2937,Japan,4.0
2022-05-22T17:20:14.863Z,33.1855,141.3712,Japan,4.9
2022-05-22T16:57:21.872Z,33.3529,141.4634,Japan,5.0
2022-05-22T16:46:22.285Z,33.1459,141.5054,Japan,4.5
2022-05-22T15:56:24.150Z,33.133,141.5154,Japan,4.2
2022-05-22T15:42:33.147Z,35.037,140.2643,Japan,4.3
2022-05-22T15:17:31.327Z,33.2279,141.4121,Japan,6.0
2022-05-22T12:22:15.701Z,42.1731,143.0171,Japan,4.7
2022-05-22T03:24:11.946Z,36.8145,141.3127,Japan,5.4
2022-05-21T23:15:32.039Z,33.3737,141.3645,Japan,4.2
2022-05-21T00:08:03.549Z,33.761,141.5536,Japan,4.3
2022-05-20T11:46:52.136Z,33.058,141.4989,Japan,4.4
2022-05-20T10:58:17.543Z,37.4769,137.3014,Japan,4.1
2022-05-20T09:12:17.447Z,37.8636,142.0749,Japan,4.4
2022-05-19T11:15:06.761Z,33.3224,141.4685,Japan,4.9
2022-05-19T10:36:46.656Z,33.1419,141.3534,Japan,4.6
2022-05-19T00:14:53.410Z,33.1315,141.4023,Japan,4.5
2022-05-18T23:52:46.625Z,23.5366,123.7427,Japan,5.0
2022-05-18T03:52:25.111Z,33.3301,141.4573,Japan,5.6
2022-05-17T21:17:18.206Z,41.0061,143.0857,Japan,5.2
2022-05-17T15:34:06.955Z,29.5768,130.663,Japan,4.9
2022-05-17T14:57:29.773Z,45.186,140.8372,Japan,4.4
2022-05-17T13:53:52.934Z,37.9367,142.0182,Japan,4.4
2022-05-17T13:46:30.119Z,34.7796,139.648,Japan,4.4
2022-05-17T13:17:52.144Z,33.3872,141.5114,Japan,5.5
2022-05-17T07:19:59.078Z,33.2921,141.4124,Japan,5.2
2022-05-17T06:58:33.679Z,33.2681,141.6459,Japan,4.4
2022-05-17T06:19:44.489Z,33.2309,141.737,Japan,4.4
2022-05-17T06:04:53.424Z,33.3852,141.6529,Japan,5.5
2022-05-16T19:20:01.326Z,24.1379,124.337,Japan,4.2
2022-05-14T10:48:33.855Z,34.6134,140.507,Japan,4.6
2022-05-14T10:05:47.639Z,23.9088,122.6009,Japan,4.6
2022-05-13T15:47:26.527Z,40.1578,142.7327,Japan,4.6
2022-05-13T09:47:31.389Z,23.9547,122.5726,Japan,4.2
2022-05-12T20:10:22.306Z,37.2699,141.5775,Japan,4.4
2022-05-12T15:33:20.030Z,42.3802,140.7871,Japan,4.4
2022-05-12T11:45:39.187Z,23.9365,122.6476,Japan,4.3
2022-05-12T03:46:21.491Z,24.635,127.5606,Japan,4.3
2022-05-11T23:44:12.891Z,36.3036,141.7744,Japan,4.1
2022-05-11T18:16:39.713Z,37.6664,142.3381,Japan,4.4
2022-05-11T05:27:39.573Z,38.6028,142.344,Japan,4.6
2022-05-10T17:39:50.687Z,26.766,126.4347,Japan,4.5
2022-05-10T13:32:43.455Z,37.5663,142.3291,Japan,4.1
2022-05-10T01:23:34.419Z,23.9354,122.5496,Japan,4.0
2022-05-09T16:57:42.093Z,37.796,141.8505,Japan,4.4
2022-05-09T14:09:20.058Z,24.0258,122.5546,Japan,4.6
2022-05-09T08:33:07.436Z,34.534,136.895,Japan,5.3
2022-05-09T07:45:52.188Z,23.9823,122.5575,Japan,5.0
2022-05-09T07:13:48.512Z,23.9113,122.6397,Japan,4.4
2022-05-09T06:55:10.266Z,23.8998,122.5763,Japan,4.1
2022-05-09T06:32:21.840Z,23.9373,122.5832,Japan,4.4
2022-05-09T06:23:02.067Z,24.0406,122.4888,Japan,6.2
2022-05-09T05:30:27.259Z,32.5069,139.2643,Japan,4.4
2022-05-08T21:16:01.757Z,37.771,142.3061,Japan,4.4
2022-05-08T18:36:07.935Z,38.6756,141.9698,Japan,4.4
2022-05-07T11:53:56.580Z,26.7906,126.4642,Japan,5.5
2022-05-06T13:21:07.558Z,26.8334,126.5084,Japan,5.4
2022-05-06T12:36:43.006Z,26.7396,126.5592,Japan,4.4
2022-05-06T02:29:47.542Z,31.1061,130.3339,Japan,4.3
2022-05-05T10:25:23.809Z,27.9817,129.9807,Japan,4.5
2022-05-05T09:42:03.414Z,36.1599,139.7938,Japan,5.0
2022-05-05T05:55:02.090Z,37.7439,141.7195,Japan,4.3
2022-05-04T15:20:15.406Z,41.9043,142.3735,Japan,4.2
2022-05-04T03:53:59.286Z,24.8575,125.3364,Japan,4.6
2022-05-03T23:57:12.660Z,33.4273,141.0624,Japan,4.4
2022-05-03T20:40:36.949Z,41.6598,141.3066,Japan,4.2
2022-05-03T13:43:43.309Z,26.777,126.4591,Japan,4.2
2022-05-03T13:04:28.150Z,37.8841,141.9631,Japan,4.3
2022-05-03T10:39:57.036Z,35.6215,139.4607,Japan,4.8
2022-05-03T06:39:41.918Z,40.4117,143.913,Japan,4.4
2022-05-02T21:17:44.509Z,26.7975,126.4999,Japan,4.1
2022-05-02T13:21:02.883Z,35.0621,135.6006,Japan,4.3
2022-05-02T07:08:13.847Z,31.6372,131.7001,Japan,5.1
2022-05-01T07:20:58.113Z,41.7234,142.6507,Japan,4.1
2022-05-01T05:41:55.248Z,37.7368,141.8795,Japan,4.4
2022-05-01T02:31:38.367Z,26.9035,126.4784,Japan,4.3
2022-05-01T01:52:26.244Z,26.7944,126.4725,Japan,4.5
2022-04-30T09:06:45.541Z,34.9056,135.6391,Japan,4.2
2022-04-29T19:26:14.277Z,41.4066,141.7069,Japan,4.0
2022-04-29T11:23:11.615Z,31.1606,130.3699,Japan,4.5
2022-04-28T17:43:51.382Z,37.5831,141.9624,Japan,4.2
2022-04-28T10:03:21.963Z,41.1849,142.3054,Japan,4.7
2022-04-28T05:14:49.550Z,25.3571,128.3426,Japan,4.2
2022-04-28T03:47:35.490Z,37.7578,144.4009,Japan,4.2
2022-04-28T01:23:42.763Z,43.0519,142.2121,Japan,4.6
2022-04-27T05:41:42.667Z,41.2104,142.2139,Japan,4.3
2022-04-27T00:12:49.235Z,35.1803,140.435,Japan,4.6
2022-04-26T21:09:06.850Z,35.4656,141.1565,Japan,4.2
2022-04-26T11:31:47.286Z,37.815,144.2663,Japan,4.1
2022-04-26T07:55:24.345Z,37.7729,144.43,Japan,4.3
2022-04-26T03:54:43.566Z,26.8307,126.2446,Japan,4.0
2022-04-26T03:53:38.389Z,26.9382,126.4808,Japan,4.4
2022-04-26T03:23:03.122Z,26.7185,126.5186,Japan,4.7
2022-04-26T03:13:43.396Z,24.6192,122.4382,Japan,4.2
2022-04-26T02:57:18.747Z,26.9063,126.4943,Japan,4.2
2022-04-25T22:43:41.646Z,31.6122,131.718,Japan,4.1
2022-04-24T11:55:58.496Z,26.6997,126.4487,Japan,4.2
2022-04-24T10:58:03.746Z,40.9401,141.9574,Japan,4.3
2022-04-24T10:23:47.255Z,23.4521,123.2332,Japan,5.3
2022-04-24T08:16:13.098Z,41.7585,143.7955,Japan,5.2
2022-04-24T06:56:25.166Z,26.8712,126.6519,Japan,4.4
2022-04-24T05:16:48.571Z,26.9334,126.5503,Japan,4.8
2022-04-24T04:14:08.355Z,26.8369,126.5417,Japan,4.5
2022-04-24T04:11:25.333Z,26.9387,126.5147,Japan,4.2
2022-04-23T22:19:14.383Z,39.7667,141.7511,Japan,4.2
2022-04-23T19:42:42.846Z,35.4497,141.8804,Japan,4.1
2022-04-23T05:51:19.389Z,38.6324,144.7187,Japan,4.3
2022-04-19T22:09:30.955Z,24.996,126.4079,Japan,4.1
2022-04-19T07:06:06.205Z,25.546,123.409,Japan,4.8
2022-04-19T05:12:50.426Z,25.9458,128.5527,Japan,4.5
2022-04-19T04:09:30.348Z,26.0912,128.6512,Japan,4.6
2022-04-19T02:57:13.778Z,39.4281,142.0428,Japan,4.1
2022-04-18T23:16:00.135Z,36.9242,140.3142,Japan,5.3
2022-04-18T18:49:14.523Z,36.2193,137.2108,Japan,4.2
2022-04-17T19:50:44.921Z,37.7903,141.638,Japan,4.4
2022-04-17T15:02:57.479Z,25.9155,128.5682,Japan,4.5
2022-04-17T11:11:17.004Z,37.0979,142.178,Japan,4.3
2022-04-16T16:08:07.701Z,26.6972,126.4198,Japan,4.6
2022-04-15T06:33:10.070Z,27.9379,128.2317,Japan,4.6
2022-04-15T03:00:04.604Z,26.9186,126.4294,Japan,4.7
2022-04-14T18:25:31.174Z,37.1773,141.0048,Japan,4.5
2022-04-14T03:40:07.665Z,33.3251,141.0138,Japan,4.5
2022-04-14T03:31:40.602Z,33.269,141.1152,Japan,4.4
2022-04-14T00:15:00.713Z,26.7762,126.4723,Japan,4.9
2022-04-13T20:19:22.109Z,26.8354,126.4814,Japan,4.8
2022-04-13T12:31:28.470Z,26.7738,126.3955,Japan,4.5
2022-04-13T06:31:23.347Z,27.9545,127.8901,Japan,4.1
2022-04-13T06:14:39.456Z,26.7294,126.51,Japan,4.6
2022-04-13T02:59:04.871Z,26.8182,126.605,Japan,4.2
2022-04-13T01:31:38.296Z,26.8743,126.536,Japan,4.7
2022-04-13T01:22:32.819Z,26.8566,126.4128,Japan,5.6
2022-04-13T00:57:25.793Z,26.8151,126.4786,Japan,4.4
2022-04-13T00:49:47.667Z,26.7543,126.3988,Japan,4.6
2022-04-13T00:48:38.853Z,26.7154,126.3968,Japan,4.1
2022-04-12T16:07:54.334Z,34.5523,140.4059,Japan,4.5
2022-04-12T11:32:07.701Z,26.702,126.5323,Japan,4.1
2022-04-12T10:46:43.755Z,26.758,126.4379,Japan,4.9
2022-04-12T01:10:17.980Z,38.0176,142.1123,Japan,4.3
2022-04-11T07:53:58.018Z,23.6333,126.313,Japan,4.3
2022-04-10T09:43:15.488Z,36.1963,141.499,Japan,5.0
2022-04-10T08:30:23.879Z,37.3102,141.9595,Japan,4.7
2022-04-08T17:11:59.515Z,37.9342,143.9876,Japan,4.4
2022-04-08T13:04:56.676Z,37.4838,137.229,Japan,4.4
2022-04-08T02:27:19.140Z,42.9377,146.0901,Japan,4.1
2022-04-07T22:57:25.846Z,42.2434,144.6543,Japan,4.3
2022-04-07T05:12:06.642Z,26.6519,126.3717,Japan,4.7
2022-04-07T00:30:35.683Z,34.927,137.4661,Japan,4.6
2022-04-06T06:18:33.249Z,37.8518,141.9683,Japan,4.3
2022-04-06T03:12:12.190Z,26.6962,126.4189,Japan,5.0
2022-04-06T03:10:46.689Z,26.8179,126.417,Japan,4.5
2022-04-05T19:02:46.811Z,26.9626,126.4493,Japan,4.1
2022-04-05T18:34:50.500Z,26.8016,126.5462,Japan,4.1
2022-04-05T15:03:54.004Z,37.8085,141.6288,Japan,4.8
2022-04-05T03:53:42.235Z,25.4261,124.8945,Japan,4.3
2022-04-05T02:24:46.326Z,37.16,142.4642,Japan,4.4
2022-04-04T13:31:44.988Z,35.6783,140.0315,Japan,4.5
2022-04-04T13:29:53.536Z,35.7105,140.0256,Japan,4.8
2022-04-04T10:44:41.346Z,26.8381,126.4051,Japan,4.5
2022-04-04T10:29:03.977Z,37.3748,141.6836,Japan,5.4
2022-04-04T01:26:23.745Z,37.4917,137.1864,Japan,4.4
2022-04-03T15:46:51.167Z,26.8501,126.5133,Japan,4.6
2022-04-03T09:25:55.965Z,26.543,126.442,Japan,4.7
2022-04-03T09:00:15.709Z,26.7944,126.4482,Japan,5.0
2022-04-03T08:47:43.768Z,26.7792,126.4001,Japan,4.2
2022-04-03T05:15:48.732Z,37.7472,142.066,Japan,4.1
2022-04-03T00:10:32.407Z,41.3838,140.3645,Japan,4.0
2022-04-02T20:16:54.903Z,37.9846,141.8271,Japan,4.3
2022-04-02T13:42:24.470Z,36.5987,137.6716,Japan,4.5
2022-04-02T11:16:45.311Z,31.6944,131.7378,Japan,4.8
2022-04-02T09:33:51.067Z,37.8244,141.9775,Japan,4.3
2022-04-02T07:27:14.840Z,36.4635,140.6221,Japan,4.6
2022-04-01T22:36:30.940Z,38.9297,141.995,Japan,4.3
2022-03-31T14:34:13.077Z,35.027,135.5594,Japan,4.4
2022-03-31T11:52:12.907Z,35.57,140.0561,Japan,4.8
2022-03-30T23:40:35.807Z,26.8525,126.4075,Japan,4.2
2022-03-29T19:51:12.030Z,37.8249,141.7074,Japan,4.2
2022-03-29T18:01:39.249Z,26.7895,126.3838,Japan,4.9
2022-03-29T17:39:29.517Z,26.9713,126.4252,Japan,4.8
2022-03-29T17:36:43.568Z,26.8519,126.4075,Japan,5.4
2022-03-29T16:00:45.659Z,38.3,141.9356,Japan,4.4
2022-03-29T15:28:25.112Z,26.8185,126.3833,Japan,4.4
2022-03-29T15:18:19.260Z,40.1229,141.8406,Japan,4.6
2022-03-29T14:55:12.049Z,26.833,126.596,Japan,4.4
2022-03-29T14:33:00.521Z,25.9527,124.4964,Japan,4.2
2022-03-28T16:36:29.339Z,37.7216,141.9224,Japan,4.6
2022-03-28T03:04:54.512Z,27.2606,129.7722,Japan,4.5
2022-03-27T20:39:28.940Z,27.3277,126.5831,Japan,4.2
2022-03-27T17:48:13.672Z,42.4808,142.5913,Japan,4.3
2022-03-27T13:54:09.556Z,37.8409,141.6481,Japan,4.6
2022-03-27T11:12:09.671Z,37.4917,141.5857,Japan,4.4
2022-03-27T03:06:10.854Z,37.8015,141.9928,Japan,4.1
2022-03-26T23:15:31.808Z,42.3727,142.9779,Japan,5.0
2022-03-26T20:08:50.214Z,30.2437,131.0728,Japan,4.2
2022-03-26T15:51:14.158Z,27.0043,126.3215,Japan,4.8
